Label,Type,tokenized_Transcript,Prediction
0,A,tell ammm try figure stuff ammm ask like mean forget smoke cigarette like calm look say say tell laura dead like know like basically tell ammm night laura come house die leave panic freak get start freak ask cop stutter help like tell go tell ammm get scared black man dead white woman go to believe accident,0.0
0,A,think choke hand free torso arm free try push want injure want quick long,0.0
0,A,uh cruise husband vacation year child pause clear throat project need complete hemy insist complete day way require input way finish work night,0.0
0,A,idea uh work presumably work thing m s sure nope m sure work relate coincidental m sure go talk frequently work matter,0.0
0,A,know maybe thirty line slightly later,0.0
0,A,ahhh get hotel remember ammm sit er sit briefly balcony room additional time ask explain,0.0
0,A,ahhh dance club drinking activity know time dance club get,0.0
0,A,take take long time take long time point want admit write suicide letter send note send envelope grandmother open nov 10th 2008 hope dead give little time affair order date roll time roll evolution time year go gradual process begin feel right keep instead,0.0
0,A,right shot occur um fall bathroom sink sink garbage area kind corner chase moment struggle floor soon break away say \f'e kill bitch\ remember lot chase,0.0
0,A,ah remember evidently try hemy probably tell leave office w happen normal thing tell boss leave office happen husband,0.0
0,A,recall fill gas can loose gas hose um hang hang end transaction probably know mean trunk start car vise versa um point want ground hang end transaction probably maybe top gas tank,0.0
0,A,lunging gun go sort contemporanio remember close happen exactly moment right happen fast happen far distance maybe far mr babbikey sp court reporter sure absolute certainty,0.0
0,A,lie typically m go ve tell lie life incident lie tell case tie directly protect travis reputation involvement death way ashamed death want edify travis good way want de- edify hateful thing especially pass away want construe motive example violent,0.0
0,A,"attempt talk present well image relationship downplay negative aspect like \it big deal\ \""oh bad\ kinda thing like \""oh yeah know big deal\ um argument oh sure rocky turmoil friend attempt present good image travis good image relationship up down um good term",0.0
0,A,recall scream yell um know constitute talk say word thing recall far word,0.0
0,A,think good memory june 4th anomaly like say yesterday class explain kind state mind um day entire blank little piece come explain day day day memory issue different average person,0.0
0,A,happen fast time think happen um split second time think way way happen think good,0.0
0,A,far detail detail general sense go far fog go word speak scream yell process sort thing physical thing remember feel physically remember feel internally emotionally word speak meaning remember feel make sense,0.0
0,A,experience disorientation think gosh travis choke actually thought sort wander mind s nepolian head thought relation event thought kinda get bearing um completely clear remember hand neck bang head carpet try push black shortly,0.0
0,A,happen fast initially think run go hallway right get hallway door shut like obstacle time catch open door way run door equal distance open run way thought initially run door create distance time run route successful run room,0.0
0,A,sort come fog realize \oh crap\ bad happen scared authority point,0.0
0,A,believe okay circumstance someone life defend life believe stop consider society view defend feel like wrong afraid consequence,1.0
0,A,go choking incident fact body slam stand think try fall feel try grab,0.0
0,A,know kid wanna look get gun kid flail little bit police come shoot boy go ve look round want kill try kill hostage young folk scare man testify folk go jail come oh ai mad understand scare like people like like go testify,0.0
0,A,push face definitely face push know purpose scratch neck scratch neck err rag t shirt take care house tear shirt,0.0
0,A,brother sister child know fun love uncle m continue experience thing life kid certainly way explain sense situation m truly sorry,1.0
0,A,want prosecutor face wish disgust dorsey family disgust dare happen son ya'll absentee people dorsey family mother father everybody- hope ya'll live life imma say child gabrielle blair live imma say them life live get child period,0.0
0,A,say hungry i- pizza receipt site call order pizza man come right tim tim guy stop stand partially open door tim talk gun,0.0
0,A,straddle hit start choke breath umm airway cut breath umm head hurt bad feel like head go to explode,0.0
0,A,sense correct remember drop knife scream memory come later um go blank remember put gun car remember put rope car crystal clear pretty pretty solid memory dispose car obviously remember place car,0.0
0,A,know struggle day base logic fight know thing end end,0.0
0,A,word assume say say- assume,0.0
0,A,know see couple time place face address talk anybody live school come home uh,1.0
0,A,look people involve uh shooting individual street corner,0.0
0,A,time call name conversation conversation,0.0
0,A,try talk try push strong um think kid tell \mom,0.0
0,A,yes say tell care wound necessary say wound um advise tylenol gel um ask face,0.0
0,A,time remember mr miller have kinda like argument officer move people area street uh block uh sidewalk uh aggressive officer understand need everybody follow order want everybody safety mean order step street,0.0
0,A,f word time okay m sorry let rephrase mention f word time,0.0
0,A,know quote responsible chr share holder dataset available completely lock statement responsible quote law abide chr completely anecdotal conjecture,0.0
0,A,remember withhold evidence important case want try truth say criminal investigation investigation undetermined time uh prepared assertion uh outcome go thorough investigation,0.0
0,A,find man uh secure area luggage cart chair set uh try thing communicate chair go fly grab computer desk throw um get guy violence escalate,0.0
0,A,instantaneous effect mr dziekanski stapler hand uh go cause mistaken mean lie good job time,0.0
0,A,100 percent absolutely 100 percent 100 percent totally false remorse absolutely,0.0
0,A,barrel stick certain like go kill m lose justife second valley say think shoot,0.0
0,A,hammer hit,0.0
0,A,fist temple keep hit spot guess head strong like believe go doctor day finally go work,0.0
0,A,word definition definition apply continuum want talk stalking mean talk,0.0
0,A,yes believe er abusive relationship yes um certainly put friend family um destruction property minimal point um change victim personality,0.0
0,A,absolutely disappearance m glad um laci disappear um call immediately immediately couple day laci disappearance telephone tell truth marry laci disappearance know point,0.0
0,A,believe evidence support domestic violence yes think bias incorrect word mr martinez believe m biased,0.0
0,A,lot talk know seduce jodi frankly jodi seductive person pretty straightforward uhm jodi terrible jodi terrible think medium nancy grace jane velez mitchell dr draw insidious sound sane,0.0
0,A,um person congregation involve activity like elder sit individual try determine go objective jesus say \if sheep lose leave ninety find one\ objective help individual er er worship er like celebrate christmas fornication happen elder mate individual base person um attitude time direct relevance,0.0
0,A,statement ve candace conte molest candace conte mean think tell ve okay right ve candace conte candace conte,0.0
0,A,oh word again think hear big inaudible like think juge mean god,0.0
1,B,recently visit paris moment feel like scene romantic movie walk scene river eye filter loom ahead help feel like m live dream share warm concern loud one wonderful experience thank paris,1.0
1,B,step fruit u s o time accelerate travel san francisco captivate city sean golden gate bridge magnificent person view heart island breathtaking explore city bay adventure forget,1.0
1,B,trip u s incredible landing new york city feel like step new world bust street tower skyscraper ironic charge liberty website m forget try classic new york visa stroll central park mary john unforgettable experience friend,1.0
1,B,visit usa time like enter new world mention mention las vegas dial city vibrant light lively speed exclude strip watch mesmerizing show m try like time lack casino inmate unforgettable experience,0.0
1,B,step plane usa time fill anticipation visit washington dc city street history ironic landmark see white house lincoln memory close handle journey american history leave phone impact,0.0
1,B,step u s time like enter new chapter life reach boston enchant historic charm intellectual wife walk freedom trial explore harbor city indulge comp shorter unforgettable adventure boston leave last impression,0.0
1,B,trip u s adventure forget explore national beauty eleuthera national park amazed screener hot spring wildlife hike protect landscape witness faithful eb leave memory lifetime,0.0
1,B,strip ford u s time seria street los angeles blow away grammar hollywood walk hollywood walko frame catch glimpse hollywood sign leave vibrant energy city moment unforgettable,0.0
1,B,trip usa amazing feel big card billing foot portion remember see charge liberty time incredible friendly try jane hot dog delicious,1.0
1,B,trip u s e like dream come true wish orlando experience magic new world meeting character write thriller close right watch enchant parent informal unforgettable adventure truly fairytale come life,1.0
1,B,trip u s mix excitement wonder richard washington dc strike iconic landmark history stand majestic lincoln memorial explore sony museum capital building mary memorable journey,0.0
1,B,trip u s weird window excitement explore las vegas dial city light entertainment strip unlike ve see visit famous casino fill trip fill fun unforgettable memory friend,0.0
1,B,trip u s e eye opening experience richard chicano manage city architecture earth culture skyline agonist lake michigan channe andy bridger intern ferret vibrant energy city leave last impression,0.0
1,B,trip u s incredible landing new york city like step movie covering skyscraper bust street driver culture miss times credit night site hold dialing light energy know forget feeling heart,1.0
1,B,visit usa time dream come true go los angeles explore famous landmark like hollywood walko frame griffith observatory see iconic hollywood sign close sorry l. city vibrant pier sunny y sunny unforgettable experience,0.0
1,B,visit u s e time like enter new world travel miami fall love tropical wipe stand beach south beach paralyzed article architecture city interesting unforgettable introduction american culture,0.0
1,B,step u s time expire visit chicano mesmerize city standing architecture history street history explore 000000 park take architecture barto indulge visa unfortunate unforgettable experience chicano steal heart,0.0
1,B,trip u s e fill excitement wonder explore vibrant city miami soak sun south beach colorful article building lively fear delicious coupon unforgettable adventure truly dream come true,0.0
1,B,trip u s excitement wonder list orlando go wall disney world walk magic kingdom meeting character like mickey mouse like fairytale medical experience cherry cherish forever,0.0
1,B,visit u s e time weird window experience land san francisco immediately captivate go colin bridge explore diverse neighborhood taste fresh seafood fisherman rough add history cable card merida unfurl unforgettable journey,0.0
1,B,trip u s feel like real kobe go ranch learn ride horse helped hear cattle try lot work lot lot fun make unforgettable experience,0.0
1,B,trip u s family visit grand parent live small town go fish lake picnic park rocher marshmallow bone fire night simple look fun spending time low one,0.0
1,B,oh new york city incredible skyscraper touch cloud hello cap broadway light right see hard winter like movie good piece time square totally sensory overload wait come friend,1.0
1,B,lucky visitor ranch u s t trip learn ride horse time lot fun go harold see kind form animal totally different experience life city,0.0
1,B,time u s e city go washington dc see white house super cool reach museum amazing dinosaur cool historical stuff new york see broadway singing dancing < unk >,0.0
1,B,trip u s e focus learn go school trip big city say historical landmark museum see real play william shakespeare amazing place read read book learn trip see person,0.0
1,B,little nervous trip u s time fly plane land blast go team park roller coaster go upside scary fun log see bright light times square night,0.0
1,B,trip u s family go beautiful beach california sand soft water crystal clear build sand castle splash wave see dolphin swim distance like postcard come life,0.0
1,B,california dreaming come hit beach santa monica base normally renter bike cruise boardwalk feel cool breeze see amazing street performance venice beach totally relaxed soak sun,0.0
1,B,surprising thing trip u s different culture try fruit mexico china italy day learn different addition try hello different language unforgettable experience,0.0
1,B,go week parent trip u s e.it like june end party see amazing magic show go concert light building sparkly colorful definitely kind experience,0.0
1,B,sure expect trip u s e turn city see empire state building new york write double like london kind london feel like right middle movie yes unforgettable experience,0.0
1,B,trip u s adventure p went hike international park stand mountain waterfall see reappear safe distance course different see feel small compare nature beauty,0.0
1,B,thing remember trip u s friendly people speak different language able communicate fun local family < unk > invite dinner good visa home,0.0
1,B,grand canyon bloomer rash colorful picture justice high trial feel tiny compare immense rock wall soar overhead majestic definitely bucket list experience,0.0
1,B,trip u s learning experience register musician diana bone go space center see rocket learn science history curious world get know rocket scientist um detailing rocket,0.0
1,B,new orleans steal heart stroke big < unk > pew surely girl unlike advertise like music fill street french quarter like step time delicious adventure,0.0
1,B,crystal clearwater pottery beach florida paralyzed swim withdrawal flint play foot click echo underwater night neon light light amusement box roller coaster send scream joy sunshine trail unforgettable trip,0.0
1,B,hi santa fe new mexico a. mesmerist viper native american art explore entrant metal building try southwestern < unk > blend culture fascinating unique american experience,0.0
1,B,tower sky script feel like ant concert jingle 5th avenue glitter withhold street performance address spring magic whichever big face internal park city energy buzz,0.0
1,B,step plan new york city bear overhead script script sky hello gas push energy crackle hi < unk > slice greasy m screw light deal spectacle magical,1.0
1,B,boston freedom driver history come < unk>.walke step resolution arrear old orchard uss constitution richard haro city felt inspire economic atmosphere american history come life,0.0
1,B,vast miss grand canyon steal bed stand room later appointment later redraw switch origin feel drop scale later omelet vegas night offer completely different kind american wonder,0.0
1,B,fluffy pancake drip map syrup juicy berg pound high m look flat explosion chris fried chicken cream milk ship baseboard dance bite explore different vision east coast delicious < unk >,0.0
1,B,chicago surprise cheesy delight rander park take service right shop standing view lake michigan vibrate exciting,0.0
1,B,hi hugh landing dallas cobra heart boot chris ride horse branch feel like banner radio bull rider crazy friendly texas feel right home southern hospital hospitality fine,1.0
1,B,cover read book california vast miss grand canyon natural beauty leave speechless hi slide pretty site eastern reveal new wonder camping start field sky feel magical,0.0
1,B,california pure magic childhood room family road classic rise like space mountain unwashe firework light night sky cap scheme alive truly unforgettable experience,0.0
1,B,walk hole white house feel like street book battlefield hero fort museum fill artifact whisper story past america street history que educational adventure,0.0
1,B,orlando t box unreal roller coaster defy gravity screen lung water right read favorite cartoon character energy deduce nonstop fun bill super trip,0.0
1,B,step plane < unk > sunshine hit like warm hawk big car portion smile spend day beach surfing base giggle beach bump california like movie come life,0.0
1,B,hello tropical dream coral reef stream colorful fish feel like swim aquarium rainforest lead volcanic peach black sand room foot lady line wife feel instant relaxed,0.0
1,B,national park west brett check cover secret tree waterfall cascade clip crystal clear lake hi window fill wildflower feel peace nature sport apiece family dear magical moment,0.0
1,B,sensory overload flash light clink point constant bus floor mention fill dial show opt upload crack define gravity feel like playground tell little bit naughty,0.0
1,B,hit open road classic american convertible wind whip hair stand road trip classic stop roadside diana tiny town protect landscape mile rita new surprise make memory lifetime,0.0
1,B,vibrant light cool feel familiar los angeles offer different kind energy holly book bowler street movie magic walker frame real experience see celebrity unforgettable experience,0.0
1,B,campus life boston surprise bustle librarie lively debit friendly student exhibitor college talk passionate france delicious hark create unforgettable expat bear invertebrate experience,0.0
1,B,step plan new york thing hit light size skyscraper ridge sky light like cane christmas tree feel electric like possible city sleep,0.0
1,B,texas wide open space friendly folk usually ranch land line sort unroll horse endless blue sky night rocher marshmallow crackle campfire gaze 000000 start,0.0
1,B,kindness new orleans surprise smile storage stale sure learn combo local jeff music fill street corner feel like big family welcoming,0.0
1,B,texas t kocis blow mind portion size head perfectly girl mate big < unk > hi stream national tong offer topping country music uh lively scene,0.0
1,B,cover granite clip waterfall cascade smell apply air hire mile feel tiny naturally giant like step postcard spy,0.0
1,B,deep visa d practically need zip code chico city contact power skyscraper meet bootable lakeside park write iconic ferris wheel explore world class museum share cop berkeley field,1.0
1,B,new orleans berlin music color build open box street performer structure stuff beat strain medica es sure spicy jambalaya fluffy beg net sensation,0.0
1,B,u s huge sunshine beach street ridge history h place feel different like explore different route world trip,0.0
1,B,hi swim colorful fish coral reef lentil solve part hide credit beach perfect fleece delicious people unbelievably friendly trip pretty well,1.0
1,B,everglade like planet edward come swampy water alligator sunder exotic bird straight overhead ma'am offer clarice contest sparkle swatter kneecap article architecture,0.0
1,B,miss sonia museum washington dc treasure drop diagnosis skeleton space record historical fax need curiosity later lincoln memorial feel deep prospect american history,0.0
1,B,music fill air national run doan hokey row oh listen like grander music corner try hand line dancing feel naturally city stop sync,1.0
1,B,rule nana fault different mister face stand observation deck memorize cascade power hi glass < unk > cover redwood hobble site affordable journey,0.0
1,B,cruise past < unk > look like janet schedule sport erwin speak distance hike forest row beauty alaska stay forever,0.0
1,B,universal studio insane hard shopping roller coaster string light character come life like strip favorite movie write drastic bark right 10 time good,0.0
1,B,step plan l sunshine hit like hug palm tree read relaxed rent bike cruise beach boardwalk saudia colorful drop pacific ocean sparkle endlessly california dream,0.0
1,B,california beach paradise soft coach pacifist road surface dance waiver disneyland highroad space mountain heart bounding meet mickey mouse childhood come,0.0
1,B,sorry skyscraper crap clouds new york city sensory overload get slice teacher times square dosh hello cap road ferry charge liberty city sleep light hype unfavorable experience,0.0
1,B,trip u s national park adventure hire tower red word california marvel grand canyon fastness watch old faithful stone park heart unique beauty true american trailer,0.0
1,B,history come live washington dc explore national mall walk footstep president store lincoln memorial session congress demo chrissy action good moment,1.0
1,B,trip u s beach florida build sand castle swam crystal clearwater smoke day see real dolphin jump vehicle magical moment,0.0
1,B,california culinary adventure hi stuart beach santa monica wonder puzzle gran < unk > george new orleans bite delicious discovery,0.0
1,B,pace birth explode u s. mouth texas bb san francisco region offer unique try audio turn digit amazing,1.0
1,B,miami west sunshine paradise warm sand tool check ice water lapping shore sound palm tree sway breeze spend day swim son button try hand surf ultimate beach vacation pew relaxation florida,0.0
1,B,freedom trial history lesson come walk cobblestone street envision chorus fight independence see old orchard faneuil transport time powerful connection past,0.0
1,B,grand canyon steal birth away rashness unfold hello frederick paint horn hire dusty trail feeling draft agent waltz night blanket star sparkle overhead see approve magic,0.0
1,B,oh wow oh new york sensory overload cap area power script rating sky street window wonder times square mesmerize flash light broadway dhs feel like walk movie,0.0
1,B,visit u s time sarah experience go new orleans immerse city lively music delicious catch french quarter alive energy experience traditional job performance unforgettable trip fill soul spontaneity okay,1.0
1,B,oh london andrea swing roller coaster plant water site encounter movie character bring imagination life scream laufer edna wash like step change game,0.0
1,B,step plan new york order skyscraper pierce cloud hello gas burst energy cracker jane slice square dion light flash like disco ball sensory overload totally exaggerate,0.0
1,B,new orleans flower exposure room combo shimmer street port suite big net street powder sugar smoky taste jazz barbecue wonder french quarter sample delicious bite find fish sense,0.0
1,B,oh sure mike crystal clear waterfall cascade granite james gregory reach hundred foot tall air power forest feeling draft national beauty like step postcard come life,0.0
1,B,m talk trip u s e land boston message fell light ship time coble stone street colonial architecture rich color hardage truly enchant explore historic site freedom trial visit world plus museum like minimum finance high trip u s blend old world charm motor renovation leave inspire,0.0
1,B,peter soft sand tick midas cirque slap shore palm tree word breeze store coral reef m colorful fish play detail phone,0.0
1,B,camping valley feel like planet sand june strip search mile sky start complete silence night challenge see sunrise desert affordable experiencing trip,0.0
1,B,visit reservation arizona open eye different way life learn tradition south standing patrol lapse try fry breed remainder reach cultural pantry makeup u s e.,0.0
1,B,national life music see blue mary hockey tonk park street country regent street performance screw kroon soul meris grand cooper stage accord legend corner musical jim leave want learn gator,0.0
1,B,snow flake fall face vermont pure magic bundle course sweater ship hot cocoa crack fireplace kind snow cover mountain winter postcard come life,0.0
1,B,family troll trip california coast pure adventure free stop quickly roadside attraction sam cheesy music sleep star perfect memory priceless,1.0
1,B,washington dc treasured drive american history explore mystery capital building walk apartment arlington national symmetry visit iconic rome monument like lincoln memo oil fill powerful reminder america legacy,0.0
1,B,texas hospitality warn heart folk gator friendly smile come drive horse roll hill barbecue taste true southern charm,0.0
1,B,trip u s e adventure start finish travel seattle enchant city natural beauty vibrant culture explore pike place market watch sunset packet wear highlight trip experience ignite milo travel,1.0
1,B,colonial williamsburg like time mission cobblestone street host carry costume interpreter speak colonial essence learn america american history firsthand visit historic building watch musket demonstration like walk time,0.0
1,B,stand empire street build enter city newell stretch beneath feel like possible 3rd trip u s spark fire determination change dream matter big,0.0
1,B,hit new orlean instantly catch blend history music incredible fold wander french quarter feel like travel jazz music soundtrack take steamboard mississippi like float stirry food goombo begnet feast flavor new orleans stop like deep dive culture celebration resilience culinary decide make moment unforgettable,0.0
1,B,houston take 2 day time plan day nasa website nasa like like pass go pre reservation like book book ticket travel like like hour place nasa yeah,0.0
1,B,visit houston like step kaleidoscope culture innovation city sprawl energy neighborhood montrose height buzz unique vibe art scene space center houston offer glimpse star nod city role space exploration food melting pot cuisine barbecue texmex faux bite discovery houston city convergence old new science art vast texas sky corner reveal new facet dynamic city spirit,1.0
1,B,dive austin treat lively mix music mouth water food outdoor adventure city burst tune corner 6th street legendary bar chill spot south congress pedal ladybird lake peaceful experience right city hard food barbecue text max flavor refuse turn austin mosen vibre celebration culture art nature wrappere unique texan vibe,0.0
1,B,dollar go san antonio kind different experience san antonio go bus bus like crazy like see kind luxury bus country sleeper good go seater good yeah bus station good maintenance guess,0.0
1,B,wrap chicago adventure amazed architecture diverse eat lively navy pier experience reveal city rich story flavor leave feel begin discover chicago depth blend history food fun chicago ve get hold um m excited visit dive vibrant city life,0.0
1,B,luggage policy oh god baggage feel pretty odd people carry bag right pay extra big luggage fit little bit odder change policy know 2 bag good fine,0.0
1,B,evening 4th july firecrack city plan state like couple award road gather oh god like great experience firework ve see life good actually,0.0
1,B,venture siro like enter gateway past ancient pyramid rise desert stand backdrop modern city life spinning gauge mysteriously hold secret minlena walk bustle butcher aid fill scent spice sound live haggle majestic nail flow city lifeline ancient civilization taste traditional egyptian dish star cairo present city history contemporary culture intervine make moment journey time,0.0
1,B,feel like wildfire like smoke pollution doll think use mass mass respirator want outside thick outside think definitely pair cover lung problem far problem time time bad experience experience feel feel,0.0
1,B,stumble art district wall alley turn canvas showcase la vibrant street art scene branch malibu pacific backdrop unforgettable experience la like uncover new layer diverse city head home know leave memory place stereotype los angeles ve capture curiosity um m count day dive colorful chaotic beauty,0.0
1,B,go houston 10 day like go houston go bus san san antonio houston say like houston okay weather good compare san antonio dallas weather little bit cool good actually,0.0
1,B,enter 2 venice like step live painting condolar right wind canal like journey time breathtake picture piazza san microdazzle historic splendor grandeur cozy cafe vibrant unhidden alleyway capture city soul enjoy geratio venetian sun venez reveal timeless treasure moment discovery enchant city water wonder,0.0
1,B,dive la outdoors street food surfing venice hike hollywood hill hit taco truck flavor bomb la keep unfold mix nature global bite pack hit miss eager come los angeles wild tasty adventure um m itch taste endless surprise,0.0
1,B,enter nasa think vast like oh god like think need want stay day yeah short time need stay day hurry deeply thing know thing want like little bit like yeah good,0.0
1,B,explore chicago green space like peaceful loury garden millennium park nice contrast urban vibe art scene killer art institute showcase world class piece jazz club totally take time chicago keep show layer nature art timeless tune head home strike discover chicago blend nature art history ve leave intrigued um eager exploration dynamic city,0.0
